# OpenSignals Text File Format. Version 1
# {"88:6B:0F:D9:19:8C": {"position": 0, "device": "bitalino_rev", "device name": "88:6B:0F:D9:19:8C", "device connection": "BTH88:6B:0F:D9:19:8C", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1281, "comments": "", "keywords": "", "mode": 2, "sync interval": 2, "date": "2026-4-10", "time": "13:56:44.207", "channels": [1], "sensor": ["EMGBITREV"], "label": ["A1"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A1"], "special": [{}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
1	0	0	1	1	502	
2	0	0	1	1	487	
3	0	0	1	1	518	
4	0	0	1	1	514	
5	0	0	1	1	501	
6	0	0	1	1	501	
7	0	0	1	1	495	
8	0	0	1	1	504	
9	0	0	1	1	510	
10	0	0	1	1	512	
11	0	0	1	1	517	
12	0	0	1	1	529	
13	0	0	1	1	527	
14	0	0	1	1	519	
15	0	0	1	1	509	
0	0	0	1	1	497	
1	0	0	1	1	500	
2	0	0	1	1	504	
3	0	0	1	1	515	
4	0	0	1	1	500	
5	0	0	1	1	503	
6	0	0	1	1	517	
7	0	0	1	1	512	
8	0	0	1	1	510	
9	0	0	1	1	501	
10	0	0	1	1	495	
11	0	0	1	1	510	
12	0	0	1	1	524	
13	0	0	1	1	518	
14	0	0	1	1	508	
15	0	0	1	1	515	
0	0	0	1	1	503	
1	0	0	1	1	482	
2	0	0	1	1	497	
3	0	0	1	1	492	
4	0	0	1	1	507	
5	0	0	1	1	522	
6	0	0	1	1	518	
7	0	0	1	1	522	
8	0	0	1	1	521	
9	0	0	1	1	504	
10	0	0	1	1	491	
11	0	0	1	1	493	
12	0	0	1	1	519	
13	0	0	1	1	527	
14	0	0	1	1	518	
15	0	0	1	1	518	
0	0	0	1	1	504	
1	0	0	1	1	513	
2	0	0	1	1	527	
3	0	0	1	1	517	
4	0	0	1	1	502	
5	0	0	1	1	487	
6	0	0	1	1	485	
7	0	0	1	1	505	
8	0	0	1	1	512	
9	0	0	1	1	509	
10	0	0	1	1	500	
11	0	0	1	1	500	
12	0	0	1	1	514	
13	0	0	1	1	523	
14	0	0	1	1	515	
15	0	0	1	1	516	
0	0	0	1	1	511	
1	0	0	1	1	503	
2	0	0	1	1	491	
3	0	0	1	1	497	
4	0	0	1	1	512	
5	0	0	1	1	522	
6	0	0	1	1	519	
7	0	0	1	1	501	
8	0	0	1	1	506	
9	0	0	1	1	502	
10	0	0	1	1	504	
11	0	0	1	1	507	
12	0	0	1	1	505	
13	0	0	1	1	499	
14	0	0	1	1	505	
15	0	0	1	1	533	
0	0	0	1	1	523	
1	0	0	1	1	515	
2	0	0	1	1	499	
3	0	0	1	1	504	
4	0	0	1	1	499	
5	0	0	1	1	523	
6	0	0	1	1	538	
7	0	0	1	1	537	
8	0	0	1	1	511	
9	0	0	1	1	496	
10	0	0	1	1	481	
11	0	0	1	1	495	
12	0	0	1	1	499	
13	0	0	1	1	502	
14	0	0	1	1	500	
15	0	0	1	1	507	
0	0	0	1	1	516	
1	0	0	1	1	508	
2	0	0	1	1	503	
3	0	0	1	1	515	
4	0	0	1	1	508	
5	0	0	1	1	510	
6	0	0	1	1	512	
7	0	0	1	1	512	
8	0	0	1	1	517	
9	0	0	1	1	513	
10	0	0	1	1	511	
11	0	0	1	1	510	
12	0	0	1	1	511	
13	0	0	1	1	511	
14	0	0	1	1	515	
15	0	0	1	1	510	
0	0	0	1	1	508	
1	0	0	1	1	505	
2	0	0	1	1	504	
3	0	0	1	1	509	
4	0	0	1	1	517	
5	0	0	1	1	516	
6	0	0	1	1	503	
7	0	0	1	1	502	
8	0	0	1	1	509	
9	0	0	1	1	505	
10	0	0	1	1	513	
11	0	0	1	1	515	
12	0	0	1	1	498	
13	0	0	1	1	503	
14	0	0	1	1	524	
15	0	0	1	1	513	
0	0	0	1	1	510	
1	0	0	1	1	515	
2	0	0	1	1	506	
3	0	0	1	1	511	
4	0	0	1	1	510	
5	0	0	1	1	511	
6	0	0	1	1	510	
7	0	0	1	1	506	
8	0	0	1	1	504	
9	0	0	1	1	502	
10	0	0	1	1	504	
11	0	0	1	1	508	
12	0	0	1	1	509	
13	0	0	1	1	501	
14	0	0	1	1	506	
15	0	0	1	1	509	
0	0	0	1	1	502	
1	0	0	1	1	507	
2	0	0	1	1	516	
3	0	0	1	1	511	
4	0	0	1	1	513	
5	0	0	1	1	520	
6	0	0	1	1	516	
7	0	0	1	1	508	
8	0	0	1	1	509	
9	0	0	1	1	517	
10	0	0	1	1	512	
11	0	0	1	1	508	
12	0	0	1	1	510	
13	0	0	1	1	520	
14	0	0	1	1	504	
15	0	0	1	1	495	
0	0	0	1	1	497	
1	0	0	1	1	502	
2	0	0	1	1	512	
3	0	0	1	1	514	
4	0	0	1	1	511	
5	0	0	1	1	509	
6	0	0	1	1	507	
7	0	0	1	1	507	
8	0	0	1	1	511	
9	0	0	1	1	525	
10	0	0	1	1	515	
11	0	0	1	1	514	
12	0	0	1	1	503	
13	0	0	1	1	496	
14	0	0	1	1	505	
15	0	0	1	1	505	
0	0	0	1	1	503	
1	0	0	1	1	521	
2	0	0	1	1	502	
3	0	0	1	1	495	
4	0	0	1	1	496	
5	0	0	1	1	509	
6	0	0	1	1	522	
7	0	0	1	1	507	
8	0	0	1	1	501	
9	0	0	1	1	512	
10	0	0	1	1	522	
11	0	0	1	1	505	
12	0	0	1	1	531	
13	0	0	1	1	521	
14	0	0	1	1	498	
15	0	0	1	1	509	
0	0	0	1	1	509	
1	0	0	1	1	513	
2	0	0	1	1	510	
3	0	0	1	1	507	
4	0	0	1	1	506	
5	0	0	1	1	508	
6	0	0	1	1	507	
7	0	0	1	1	506	
8	0	0	1	1	505	
9	0	0	1	1	511	
10	0	0	1	1	515	
11	0	0	1	1	509	
12	0	0	1	1	509	
13	0	0	1	1	504	
14	0	0	1	1	508	
15	0	0	1	1	509	
0	0	0	1	1	504	
1	0	0	1	1	512	
2	0	0	1	1	514	
3	0	0	1	1	508	
4	0	0	1	1	509	
5	0	0	1	1	508	
6	0	0	1	1	502	
7	0	0	1	1	503	
8	0	0	1	1	504	
9	0	0	1	1	510	
10	0	0	1	1	505	
11	0	0	1	1	521	
12	0	0	1	1	510	
13	0	0	1	1	509	
14	0	0	1	1	504	
15	0	0	1	1	506	
0	0	0	1	1	504	
1	0	0	1	1	505	
2	0	0	1	1	519	
3	0	0	1	1	532	
4	0	0	1	1	500	
5	0	0	1	1	484	
6	0	0	1	1	499	
7	0	0	1	1	512	
8	0	0	1	1	518	
9	0	0	1	1	508	
10	0	0	1	1	501	
11	0	0	1	1	484	
12	0	0	1	1	527	
13	0	0	1	1	557	
14	0	0	1	1	535	
15	0	0	1	1	518	
0	0	0	1	1	508	
1	0	0	1	1	504	
2	0	0	1	1	497	
3	0	0	1	1	509	
4	0	0	1	1	509	
5	0	0	1	1	507	
6	0	0	1	1	504	
7	0	0	1	1	500	
8	0	0	1	1	496	
9	0	0	1	1	501	
10	0	0	1	1	509	
11	0	0	1	1	505	
12	0	0	1	1	496	
13	0	0	1	1	496	
14	0	0	1	1	506	
15	0	0	1	1	528	
0	0	0	1	1	517	
1	0	0	1	1	511	
2	0	0	1	1	525	
3	0	0	1	1	511	
4	0	0	1	1	503	
5	0	0	1	1	516	
6	0	0	1	1	521	
7	0	0	1	1	509	
8	0	0	1	1	502	
9	0	0	1	1	499	
10	0	0	1	1	505	
11	0	0	1	1	515	
12	0	0	1	1	518	
13	0	0	1	1	510	
14	0	0	1	1	510	
15	0	0	1	1	511	
0	0	0	1	1	506	
1	0	0	1	1	497	
2	0	0	1	1	496	
3	0	0	1	1	500	
4	0	0	1	1	505	
5	0	0	1	1	510	
6	0	0	1	1	511	
7	0	0	1	1	509	
8	0	0	1	1	510	
9	0	0	1	1	503	
10	0	0	1	1	500	
11	0	0	1	1	500	
12	0	0	1	1	508	
13	0	0	1	1	503	
14	0	0	1	1	498	
15	0	0	1	1	505	
0	0	0	1	1	516	
1	0	0	1	1	522	
2	0	0	1	1	526	
3	0	0	1	1	536	
4	0	0	1	1	525	
5	0	0	1	1	499	
6	0	0	1	1	499	
7	0	0	1	1	486	
8	0	0	1	1	499	
9	0	0	1	1	494	
10	0	0	1	1	495	
11	0	0	1	1	490	
12	0	0	1	1	529	
13	0	0	1	1	552	
14	0	0	1	1	559	
15	0	0	1	1	537	
0	0	0	1	1	494	
1	0	0	1	1	496	
2	0	0	1	1	513	
3	0	0	1	1	513	
4	0	0	1	1	475	
5	0	0	1	1	460	
6	0	0	1	1	472	
7	0	0	1	1	512	
8	0	0	1	1	543	
9	0	0	1	1	537	
10	0	0	1	1	506	
11	0	0	1	1	476	
12	0	0	1	1	483	
13	0	0	1	1	511	
14	0	0	1	1	553	
15	0	0	1	1	572	
0	0	0	1	1	527	
1	0	0	1	1	506	
2	0	0	1	1	504	
3	0	0	1	1	523	
4	0	0	1	1	544	
5	0	0	1	1	545	
6	0	0	1	1	507	
7	0	0	1	1	460	
8	0	0	1	1	450	
9	0	0	1	1	483	
10	0	0	1	1	514	
11	0	0	1	1	502	
12	0	0	1	1	507	
13	0	0	1	1	530	
14	0	0	1	1	534	
15	0	0	1	1	487	
0	0	0	1	1	441	
1	0	0	1	1	427	
2	0	0	1	1	498	
3	0	0	1	1	574	
4	0	0	1	1	540	
5	0	0	1	1	499	
6	0	0	1	1	509	
7	0	0	1	1	537	
8	0	0	1	1	520	
9	0	0	1	1	476	
10	0	0	1	1	502	
11	0	0	1	1	550	
12	0	0	1	1	530	
13	0	0	1	1	512	
14	0	0	1	1	460	
15	0	0	1	1	482	
0	0	0	1	1	519	
1	0	0	1	1	508	
2	0	0	1	1	568	
3	0	0	1	1	565	
4	0	0	1	1	521	
5	0	0	1	1	522	
6	0	0	1	1	506	
7	0	0	1	1	484	
8	0	0	1	1	416	
9	0	0	1	1	408	
10	0	0	1	1	391	
11	0	0	1	1	521	
12	0	0	1	1	569	
13	0	0	1	1	638	
14	0	0	1	1	561	
15	0	0	1	1	486	
0	0	0	1	1	541	
1	0	0	1	1	596	
2	0	0	1	1	515	
3	0	0	1	1	490	
4	0	0	1	1	484	
5	0	0	1	1	425	
6	0	0	1	1	352	
7	0	0	1	1	465	
8	0	0	1	1	514	
9	0	0	1	1	527	
10	0	0	1	1	599	
11	0	0	1	1	572	
12	0	0	1	1	494	
13	0	0	1	1	476	
14	0	0	1	1	479	
15	0	0	1	1	512	
0	0	0	1	1	530	
1	0	0	1	1	456	
2	0	0	1	1	283	
3	0	0	1	1	437	
4	0	0	1	1	734	
5	0	0	1	1	762	
6	0	0	1	1	636	
7	0	0	1	1	742	
8	0	0	1	1	772	
9	0	0	1	1	509	
10	0	0	1	1	307	
11	0	0	1	1	291	
12	0	0	1	1	477	
13	0	0	1	1	512	
14	0	0	1	1	354	
15	0	0	1	1	298	
0	0	0	1	1	363	
1	0	0	1	1	417	
2	0	0	1	1	313	
3	0	0	1	1	463	
4	0	0	1	1	841	
5	0	0	1	1	585	
6	0	0	1	1	447	
7	0	0	1	1	496	
8	0	0	1	1	682	
9	0	0	1	1	745	
10	0	0	1	1	717	
11	0	0	1	1	487	
12	0	0	1	1	433	
13	0	0	1	1	497	
14	0	0	1	1	572	
15	0	0	1	1	416	
0	0	0	1	1	374	
1	0	0	1	1	547	
2	0	0	1	1	521	
3	0	0	1	1	451	
4	0	0	1	1	417	
5	0	0	1	1	362	
6	0	0	1	1	449	
7	0	0	1	1	574	
8	0	0	1	1	539	
9	0	0	1	1	608	
10	0	0	1	1	560	
11	0	0	1	1	649	
12	0	0	1	1	650	
13	0	0	1	1	563	
14	0	0	1	1	498	
15	0	0	1	1	412	
0	0	0	1	1	352	
1	0	0	1	1	484	
2	0	0	1	1	479	
3	0	0	1	1	443	
4	0	0	1	1	489	
5	0	0	1	1	568	
6	0	0	1	1	622	
7	0	0	1	1	358	
8	0	0	1	1	194	
9	0	0	1	1	176	
10	0	0	1	1	457	
11	0	0	1	1	769	
12	0	0	1	1	889	
13	0	0	1	1	833	
14	0	0	1	1	580	
15	0	0	1	1	363	
0	0	0	1	1	387	
1	0	0	1	1	535	
2	0	0	1	1	743	
3	0	0	1	1	736	
4	0	0	1	1	496	
5	0	0	1	1	394	
6	0	0	1	1	479	
7	0	0	1	1	354	
8	0	0	1	1	92	
9	0	0	1	1	158	
10	0	0	1	1	534	
11	0	0	1	1	731	
12	0	0	1	1	805	
13	0	0	1	1	579	
14	0	0	1	1	366	
15	0	0	1	1	412	
0	0	0	1	1	654	
1	0	0	1	1	701	
2	0	0	1	1	531	
3	0	0	1	1	376	
4	0	0	1	1	506	
5	0	0	1	1	679	
6	0	0	1	1	607	
7	0	0	1	1	491	
8	0	0	1	1	423	
